HomeTeam,AwayTeam,FTR
Chelsea,Liverpool,H
'Man United',Arsenal,A
Tottenham,Fulham,D
'West Ham',Newcastle,A
Liverpool,Newcastle,H
Arsenal,'Sheffield United',H
'Aston Villa',Charlton,H
Fulham,Chelsea,A
Liverpool,Tottenham,H
'Man City','West Ham',H
Middlesbrough,Blackburn,A
Reading,'Man United',D
Wigan,Watford,D
Newcastle,Everton,D
Portsmouth,Bolton,A
Bolton,Liverpool,H
Charlton,Arsenal,A
Chelsea,'Aston Villa',D
Everton,'Man City',D
'Sheffield United',Middlesbrough,H
Blackburn,Wigan,H
'Man United',Newcastle,H
Tottenham,Portsmouth,H
'West Ham',Reading,A
Watford,Fulham,D
Arsenal,Watford,H
'Aston Villa',Tottenham,D
Liverpool,Blackburn,D
'Man City','Sheffield United',D
Middlesbrough,Everton,H
Portsmouth,'West Ham',H
Reading,Chelsea,A
Wigan,'Man United',A
Newcastle,Bolton,A
Fulham,Charlton,H
'Aston Villa',Fulham,D
Charlton,Watford,D
Chelsea,Portsmouth,H
Everton,'Sheffield United',H
Wigan,'Man City',H
Blackburn,Bolton,A
'Man United',Liverpool,H
Middlesbrough,Newcastle,H
Reading,Arsenal,A
Tottenham,'West Ham',H
Arsenal,Everton,D
Bolton,'Man United',A
Fulham,Wigan,A
Liverpool,'Aston Villa',H
Newcastle,Charlton,D
Portsmouth,Reading,H
'Sheffield United',Chelsea,A
Watford,Tottenham,D
'West Ham',Blackburn,H
'Man City',Middlesbrough,H
Bolton,Wigan,A
Charlton,'Man City',H
Fulham,Everton,H
Liverpool,Reading,H
'Man United',Portsmouth,H
Newcastle,'Sheffield United',A
Watford,Middlesbrough,H
'Aston Villa',Blackburn,H
Tottenham,Chelsea,H
'West Ham',Arsenal,H
Blackburn,'Man United',A
Chelsea,Watford,H
Everton,'Aston Villa',A
'Man City',Newcastle,D
Middlesbrough,'West Ham',H
Portsmouth,Fulham,D
'Sheffield United',Bolton,D
Wigan,Charlton,H
Arsenal,Liverpool,H
Reading,Tottenham,H
Arsenal,Newcastle,D
Chelsea,'West Ham',H
Everton,Bolton,H
'Man City',Fulham,H
Middlesbrough,Liverpool,D
Portsmouth,Watford,H
Reading,Charlton,H
'Sheffield United','Man United',A
Blackburn,Tottenham,D
Wigan,'Aston Villa',D
'Aston Villa',Middlesbrough,D
Bolton,Arsenal,H
Charlton,Everton,D
Fulham,Reading,A
Liverpool,'Man City',H
'West Ham','Sheffield United',H
'Man United',Chelsea,D
Newcastle,Portsmouth,H
Tottenham,Wigan,H
Watford,'Sheffield United',A
'Aston Villa','Man City',A
Bolton,Chelsea,A
Fulham,Arsenal,H
Liverpool,Portsmouth,D
'Man United',Everton,H
Arsenal,Tottenham,H
Blackburn,Fulham,H
Middlesbrough,'Man United',A
Portsmouth,'Aston Villa',D
Reading,Bolton,H
'Sheffield United',Charlton,H
Wigan,Liverpool,A
Everton,'West Ham',H
'Man City',Watford,D
Charlton,Blackburn,H
Tottenham,Middlesbrough,H
Newcastle,Reading,H
'West Ham',Wigan,A
Blackburn,Newcastle,A
Bolton,'West Ham',H
Liverpool,Fulham,H
'Man United','Man City',H
Middlesbrough,Wigan,D
Portsmouth,Everton,H
Tottenham,Charlton,H
Watford,Reading,D
Chelsea,Arsenal,D
'Sheffield United','Aston Villa',D
Chelsea,Newcastle,H
Wigan,Arsenal,A
Arsenal,Portsmouth,D
'Aston Villa',Bolton,A
Charlton,Liverpool,A
Newcastle,Watford,H
Reading,Blackburn,A
Wigan,'Sheffield United',A
Everton,Chelsea,A
'Man City',Tottenham,A
'West Ham','Man United',H
Fulham,Middlesbrough,H
Arsenal,Blackburn,H
'Aston Villa','Man United',A
Fulham,'West Ham',D
Liverpool,Watford,H
'Man City',Bolton,A
Middlesbrough,Charlton,H
Newcastle,Tottenham,H
Portsmouth,'Sheffield United',H
Reading,Everton,A
Wigan,Chelsea,A
Blackburn,Liverpool,H
Bolton,Newcastle,H
Chelsea,Reading,D
Everton,Middlesbrough,D
'Man United',Wigan,H
'Sheffield United','Man City',A
Tottenham,'Aston Villa',H
Watford,Arsenal,A
'West Ham',Portsmouth,A
Charlton,Fulham,D
Blackburn,Middlesbrough,H
Bolton,Portsmouth,H
Charlton,'Aston Villa',H
Chelsea,Fulham,D
Everton,Newcastle,H
'Man United',Reading,H
'Sheffield United',Arsenal,H
Tottenham,Liverpool,A
'West Ham','Man City',A
Fulham,Watford,D
Liverpool,Bolton,H
'Man City',Everton,H
Middlesbrough,'Sheffield United',H
Newcastle,'Man United',D
Portsmouth,Tottenham,D
Reading,'West Ham',H
Wigan,Blackburn,A
Arsenal,Charlton,H
'Aston Villa',Chelsea,D
Blackburn,Arsenal,A
Bolton,'Man City',D
Charlton,Middlesbrough,A
Chelsea,Wigan,H
'Man United','Aston Villa',H
'Sheffield United',Portsmouth,D
Watford,Liverpool,A
'West Ham',Fulham,D
Everton,Reading,D
Tottenham,Newcastle,A
'Aston Villa',Watford,H
Fulham,Tottenham,D
Liverpool,Chelsea,H
'Man City',Blackburn,A
Middlesbrough,Bolton,H
Newcastle,'West Ham',D
Portsmouth,Charlton,A
Reading,'Sheffield United',H
Arsenal,'Man United',H
Wigan,Everton,A
Watford,Blackburn,H
Portsmouth,Middlesbrough,D
Reading,Wigan,H
'Sheffield United',Fulham,H
'West Ham',Liverpool,A
Bolton,Charlton,D
Chelsea,Blackburn,H
'Man United',Watford,H
Newcastle,'Aston Villa',H
'Aston Villa','West Ham',H
Blackburn,'Sheffield United',H
Charlton,Chelsea,A
Fulham,Newcastle,H
Liverpool,Everton,D
'Man City',Reading,A
Middlesbrough,Arsenal,D
Watford,Bolton,A
Wigan,Portsmouth,H
Tottenham,'Man United',A
Chelsea,Middlesbrough,H
Everton,Blackburn,H
'Man United',Charlton,H
Newcastle,Liverpool,H
Portsmouth,'Man City',H
Reading,'Aston Villa',H
'Sheffield United',Tottenham,H
'West Ham',Watford,A
Arsenal,Wigan,H
Bolton,Fulham,H
Everton,Tottenham,A
Watford,Wigan,D
Charlton,'West Ham',H
Fulham,'Man United',A
Liverpool,'Sheffield United',H
Middlesbrough,Reading,H
Watford,Everton,A
Blackburn,Portsmouth,H
Tottenham,Bolton,H
Wigan,Newcastle,H
Arsenal,Reading,H
Fulham,'Aston Villa',D
Liverpool,'Man United',A
'Man City',Wigan,A
Newcastle,Middlesbrough,D
Portsmouth,Chelsea,A
'Sheffield United',Everton,D
Watford,Charlton,D
Bolton,Blackburn,A
'West Ham',Tottenham,A
'Aston Villa',Arsenal,A
'Man City',Chelsea,A
Blackburn,'West Ham',A
Chelsea,'Sheffield United',H
'Man United',Bolton,H
Middlesbrough,'Man City',A
Reading,Portsmouth,D
Tottenham,Watford,H
Wigan,Fulham,D
'Aston Villa',Liverpool,D
Charlton,Newcastle,H
Everton,Arsenal,H
Bolton,'Sheffield United',H
Charlton,Wigan,H
Fulham,Portsmouth,D
Liverpool,Arsenal,H
'Man United',Blackburn,H
Newcastle,'Man City',A
Watford,Chelsea,A
'West Ham',Middlesbrough,H
Tottenham,Reading,H
'Aston Villa',Everton,D
Everton,Fulham,H
'Man City',Charlton,D
Arsenal,'West Ham',A
Blackburn,'Aston Villa',A
Chelsea,Tottenham,H
Middlesbrough,Watford,H
Portsmouth,'Man United',H
Reading,Liverpool,A
'Sheffield United',Newcastle,A
Wigan,Bolton,A
'Aston Villa',Wigan,D
Bolton,Everton,D
Charlton,Reading,D
Fulham,'Man City',A
Newcastle,Arsenal,D
Watford,Portsmouth,H
Arsenal,Bolton,H
'Man City',Liverpool,D
Middlesbrough,'Aston Villa',A
Portsmouth,Newcastle,H
Reading,Fulham,H
'Sheffield United','West Ham',H
Everton,Charlton,H
Wigan,Tottenham,D
Arsenal,'Man City',H
'Man United','Sheffield United',H
Blackburn,Watford,H
Liverpool,Middlesbrough,H
'West Ham',Chelsea,A
Bolton,Reading,A
Charlton,'Sheffield United',D
Fulham,Blackburn,D
Liverpool,Wigan,H
'Man United',Middlesbrough,D
Tottenham,Arsenal,D
Watford,'Man City',D
'West Ham',Everton,H
'Aston Villa',Portsmouth,D
Newcastle,Chelsea,D
Blackburn,Charlton,H
Chelsea,Bolton,D
Everton,'Man United',A
'Man City','Aston Villa',A
Middlesbrough,Tottenham,A
Portsmouth,Liverpool,H
'Sheffield United',Watford,H
Wigan,'West Ham',A
Arsenal,Fulham,H
Reading,Newcastle,H
'Aston Villa','Sheffield United',H
Everton,Portsmouth,H
Fulham,Liverpool,H
'Man City','Man United',A
Newcastle,Blackburn,A
Reading,Watford,A
'West Ham',Bolton,H
Wigan,Middlesbrough,A
Arsenal,Chelsea,D
Charlton,Tottenham,A
Chelsea,'Man United',D
Tottenham,Blackburn,D
Blackburn,Reading,D
Bolton,'Aston Villa',D
Chelsea,Everton,D
Liverpool,Charlton,D
'Man United','West Ham',A
Middlesbrough,Fulham,H
Portsmouth,Arsenal,D
'Sheffield United',Wigan,A
Tottenham,'Man City',H
Watford,Newcastle,D
'Aston Villa',Liverpool,A
Bolton,Newcastle,A
Derby,Portsmouth,D
Everton,Wigan,H
Middlesbrough,Blackburn,A
Sunderland,Tottenham,H
'West Ham','Man City',A
Arsenal,Fulham,H
Chelsea,Birmingham,H
'Man United',Reading,D
Tottenham,Everton,A
Birmingham,Sunderland,D
Fulham,Bolton,H
'Man City',Derby,H
Portsmouth,'Man United',D
Reading,Chelsea,A
Wigan,Middlesbrough,H
Birmingham,'West Ham',A
Fulham,Middlesbrough,A
Newcastle,'Aston Villa',D
Portsmouth,Bolton,H
Reading,Everton,H
Tottenham,Derby,H
Wigan,Sunderland,H
Blackburn,Arsenal,D
Liverpool,Chelsea,D
'Man City','Man United',H
Arsenal,'Man City',H
'Aston Villa',Fulham,H
Bolton,Reading,H
Chelsea,Portsmouth,H
Derby,Birmingham,A
Everton,Blackburn,D
Sunderland,Liverpool,A
'West Ham',Wigan,D
'Man United',Tottenham,H
Middlesbrough,Newcastle,D
Bolton,Everton,A
Fulham,Tottenham,D
Liverpool,Derby,H
'Man United',Sunderland,H
Middlesbrough,Birmingham,H
Newcastle,Wigan,H
Reading,'West Ham',A
Arsenal,Portsmouth,H
'Aston Villa',Chelsea,H
Blackburn,'Man City',H
Birmingham,Bolton,H
Chelsea,Blackburn,D
Everton,'Man United',A
Portsmouth,Liverpool,D
Sunderland,Reading,H
Tottenham,Arsenal,A
'West Ham',Middlesbrough,H
Wigan,Fulham,D
'Man City','Aston Villa',H
Derby,Newcastle,H
Arsenal,Derby,H
Fulham,'Man City',D
Liverpool,Birmingham,D
Middlesbrough,Sunderland,D
Reading,Wigan,H
'Aston Villa',Everton,H
Blackburn,Portsmouth,A
Bolton,Tottenham,D
'Man United',Chelsea,H
Newcastle,'West Ham',H
Birmingham,'Man United',A
Chelsea,Fulham,D
Derby,Bolton,D
'Man City',Newcastle,H
Portsmouth,Reading,H
Sunderland,Blackburn,A
'West Ham',Arsenal,A
Wigan,Liverpool,A
Everton,Middlesbrough,H
Tottenham,'Aston Villa',D
'Aston Villa','West Ham',H
'Man United',Wigan,H
Arsenal,Sunderland,H
Blackburn,Birmingham,H
Bolton,Chelsea,A
Fulham,Portsmouth,A
Liverpool,Tottenham,D
'Man City',Middlesbrough,H
Newcastle,Everton,H
Reading,Derby,H
Arsenal,Bolton,H
'Aston Villa','Man United',A
Blackburn,Reading,H
Everton,Liverpool,A
Fulham,Derby,D
'Man City',Birmingham,H
Middlesbrough,Chelsea,A
Wigan,Portsmouth,A
'West Ham',Sunderland,H
Newcastle,Tottenham,H
Birmingham,Wigan,H
Chelsea,'Man City',H
'Man United',Middlesbrough,H
Portsmouth,'West Ham',D
Reading,Newcastle,H
Sunderland,Fulham,D
Bolton,'Aston Villa',D
Derby,Everton,A
Liverpool,Arsenal,D
Tottenham,Blackburn,A
Arsenal,'Man United',D
'Aston Villa',Derby,H
Blackburn,Liverpool,D
Everton,Birmingham,H
Fulham,Reading,H
Middlesbrough,Tottenham,D
Newcastle,Portsmouth,A
Wigan,Chelsea,A
'West Ham',Bolton,D
'Man City',Sunderland,H
Derby,'West Ham',A
Liverpool,Fulham,H
Sunderland,Newcastle,D
Birmingham,'Aston Villa',A
Bolton,Middlesbrough,D
Chelsea,Everton,D
'Man United',Blackburn,H
Portsmouth,'Man City',D
Tottenham,Wigan,H
Reading,Arsenal,A
Arsenal,Wigan,H
Birmingham,Portsmouth,A
Bolton,'Man United',H
Derby,Chelsea,A
Everton,Sunderland,H
'Man City',Reading,H
Middlesbrough,'Aston Villa',A
Newcastle,Liverpool,A
Fulham,Blackburn,D
'West Ham',Tottenham,D
Blackburn,'Aston Villa',A
'Aston Villa',Arsenal,A
Blackburn,Newcastle,H
Chelsea,'West Ham',H
Portsmouth,Everton,D
Reading,Middlesbrough,D
Sunderland,Derby,H
Wigan,'Man City',D
Liverpool,Bolton,H
Tottenham,Birmingham,A
'Man United',Fulham,H
Newcastle,Arsenal,D
'Aston Villa',Portsmouth,A
Chelsea,Sunderland,H
Everton,Fulham,H
'Man United',Derby,H
Newcastle,Birmingham,H
Reading,Liverpool,H
Blackburn,'West Ham',A
Bolton,Wigan,H
Middlesbrough,Arsenal,H
Tottenham,'Man City',H
Birmingham,Reading,D
Derby,Middlesbrough,A
Fulham,Newcastle,A
'Man City',Bolton,H
Portsmouth,Tottenham,A
Sunderland,'Aston Villa',D
'West Ham',Everton,A
Wigan,Blackburn,H
Arsenal,Chelsea,H
Liverpool,'Man United',A
Arsenal,Tottenham,H
'Aston Villa','Man City',D
Bolton,Birmingham,H
Fulham,Wigan,D
Liverpool,Portsmouth,H
Middlesbrough,'West Ham',A
Reading,Sunderland,H
Blackburn,Chelsea,A
'Man United',Everton,H
Newcastle,Derby,D
Birmingham,Middlesbrough,H
Chelsea,'Aston Villa',D
Derby,Liverpool,A
Everton,Bolton,H
Portsmouth,Arsenal,D
Sunderland,'Man United',A
Tottenham,Fulham,H
'West Ham',Reading,D
Wigan,Newcastle,H
'Man City',Blackburn,D
Birmingham,Fulham,D
Chelsea,Newcastle,H
Everton,Arsenal,A
Portsmouth,Middlesbrough,A
Sunderland,Bolton,H
Tottenham,Reading,H
'West Ham','Man United',H
Wigan,'Aston Villa',A
Derby,Blackburn,A
'Man City',Liverpool,D
Arsenal,'West Ham',H
'Aston Villa',Tottenham,H
Fulham,Chelsea,A
'Man United',Birmingham,H
Middlesbrough,Everton,A
Reading,Portsmouth,A
Blackburn,Sunderland,H
Bolton,Derby,H
Liverpool,Wigan,D
Newcastle,'Man City',A
Arsenal,Birmingham,D
'Aston Villa',Reading,H
Chelsea,Tottenham,H
Derby,Wigan,A
Everton,'Man City',H
'Man United',Newcastle,H
Middlesbrough,Liverpool,D
'West Ham',Fulham,H
Bolton,Blackburn,A
Sunderland,Portsmouth,H
Birmingham,Chelsea,A
Blackburn,Middlesbrough,D
Fulham,Arsenal,A
Newcastle,Bolton,D
Portsmouth,Derby,H
Reading,'Man United',A
Tottenham,Sunderland,H
'Man City','West Ham',D
Wigan,Everton,A
Liverpool,'Aston Villa',D
'Aston Villa',Blackburn,D
Arsenal,Newcastle,H
Bolton,Fulham,D
Middlesbrough,Wigan,H
Sunderland,Birmingham,H
Chelsea,Reading,H
Derby,'Man City',D
Everton,Tottenham,D
'Man United',Portsmouth,H
'West Ham',Liverpool,H
Birmingham,Derby,D
Blackburn,Everton,D
Liverpool,Sunderland,H
'Man City',Arsenal,A
Portsmouth,Chelsea,D
Reading,Bolton,A
Tottenham,'Man United',D
Wigan,'West Ham',H
Fulham,'Aston Villa',H
Newcastle,Middlesbrough,D
'Aston Villa',Newcastle,H
Bolton,Portsmouth,A
Derby,Tottenham,A
Everton,Reading,H
Middlesbrough,Fulham,H
Sunderland,Wigan,H
'West Ham',Birmingham,D
Chelsea,Liverpool,D
'Man United','Man City',A
Arsenal,Blackburn,H
Birmingham,Arsenal,D
Fulham,'West Ham',A
Liverpool,Middlesbrough,H
Newcastle,'Man United',A
Portsmouth,Sunderland,H
Wigan,Derby,H
Blackburn,Bolton,H
Reading,'Aston Villa',A
'Man City',Everton,A
Arsenal,'Aston Villa',D
Birmingham,Tottenham,H
Derby,Sunderland,D
Fulham,'Man United',A
'Man City',Wigan,D
Middlesbrough,Reading,A
Newcastle,Blackburn,A
'West Ham',Chelsea,A
Bolton,Liverpool,A
Everton,Portsmouth,H
Liverpool,'West Ham',H
Blackburn,Fulham,D
Liverpool,Newcastle,H
Reading,'Man City',H
Sunderland,Everton,A
Tottenham,'West Ham',H
Wigan,Arsenal,D
'Aston Villa',Middlesbrough,D
Chelsea,Derby,H
Portsmouth,Birmingham,H
Arsenal,Middlesbrough,D
Derby,'Man United',A
Liverpool,Reading,H
Portsmouth,'Aston Villa',H
Sunderland,Chelsea,A
'West Ham',Blackburn,H
Fulham,Everton,H
'Man City',Tottenham,H
Wigan,Bolton,H
Birmingham,Newcastle,D
'Man United',Bolton,H
Tottenham,Chelsea,D
'Aston Villa',Sunderland,A
Blackburn,Wigan,H
Bolton,'Man City',D
Everton,'West Ham',D
Middlesbrough,Derby,H
Newcastle,Fulham,H
Reading,Birmingham,H
Tottenham,Portsmouth,H
Chelsea,Arsenal,H
'Man United',Liverpool,H
Birmingham,'Man City',H
Bolton,Arsenal,A
Derby,Fulham,D
'Man United','Aston Villa',H
Portsmouth,Wigan,H
Reading,Blackburn,D
Sunderland,'West Ham',H
Chelsea,Middlesbrough,H
Liverpool,Everton,H
Tottenham,Newcastle,A
Arsenal,Liverpool,D
'Aston Villa',Bolton,H
Blackburn,Tottenham,D
Fulham,Sunderland,A
'Man City',Chelsea,A
Newcastle,Reading,H
Wigan,Birmingham,H
Everton,Derby,H
Middlesbrough,'Man United',D
'West Ham',Portsmouth,A
Birmingham,Everton,D
Bolton,'West Ham',H
Derby,'Aston Villa',A
Portsmouth,Newcastle,D
Reading,Fulham,A
Sunderland,'Man City',A
Tottenham,Middlesbrough,D
Liverpool,Blackburn,H
'Man United',Arsenal,H
Chelsea,Wigan,D
Everton,Chelsea,A
Arsenal,Reading,H
Blackburn,'Man United',D
Fulham,Liverpool,A
Middlesbrough,Bolton,A
'West Ham',Derby,H
Wigan,Tottenham,D
'Aston Villa',Birmingham,H
'Man City',Portsmouth,H
Newcastle,Sunderland,H
Birmingham,Liverpool,D
Chelsea,'Man United',H
'Man City',Fulham,A
Sunderland,Middlesbrough,H
Tottenham,Bolton,D
'West Ham',Newcastle,D
Wigan,Reading,D
Everton,'Aston Villa',D
Portsmouth,Blackburn,A
Derby,Arsenal,A
'Aston Villa',Wigan,A
Blackburn,Derby,H
Bolton,Sunderland,H
Fulham,Birmingham,H
'Man United','West Ham',H
Middlesbrough,Portsmouth,H
Reading,Tottenham,A
Arsenal,Everton,H
Liverpool,'Man City',H
Newcastle,Chelsea,A
Birmingham,Blackburn,H
Chelsea,Bolton,D
Derby,Reading,A
Everton,Newcastle,H
Middlesbrough,'Man City',H
Portsmouth,Fulham,A
Sunderland,Arsenal,A
Tottenham,Liverpool,A
'West Ham','Aston Villa',D
Wigan,'Man United',A
Arsenal,'West Brom',H
Bolton,Stoke,H
Everton,Blackburn,A
Hull,Fulham,H
Middlesbrough,Tottenham,H
Sunderland,Liverpool,A
'West Ham',Wigan,H
'Aston Villa','Man City',H
Chelsea,Portsmouth,H
'Man United',Newcastle,D
Blackburn,Hull,D
Fulham,Arsenal,H
Liverpool,Middlesbrough,H
Newcastle,Bolton,H
Stoke,'Aston Villa',H
Tottenham,Sunderland,A
'West Brom',Everton,A
'Man City','West Ham',H
Wigan,Chelsea,A
Portsmouth,'Man United',A
Arsenal,Newcastle,H
Bolton,'West Brom',D
Everton,Portsmouth,A
Hull,Wigan,A
Middlesbrough,Stoke,H
'West Ham',Blackburn,H
'Aston Villa',Liverpool,D
Chelsea,Tottenham,D
Sunderland,'Man City',A
Blackburn,Arsenal,A
Fulham,Bolton,H
Liverpool,'Man United',H
'Man City',Chelsea,A
Newcastle,Hull,A
Portsmouth,Middlesbrough,H
'West Brom','West Ham',H
Wigan,Sunderland,D
Stoke,Everton,A
Tottenham,'Aston Villa',A
Blackburn,Fulham,H
Bolton,Arsenal,A
Liverpool,Stoke,D
Sunderland,Middlesbrough,H
'West Ham',Newcastle,H
Chelsea,'Man United',D
Hull,Everton,D
'Man City',Portsmouth,H
Tottenham,Wigan,D
'West Brom','Aston Villa',A
Arsenal,Hull,A
'Aston Villa',Sunderland,H
Everton,Liverpool,A
Fulham,'West Ham',A
'Man United',Bolton,H
Middlesbrough,'West Brom',A
Newcastle,Blackburn,A
Stoke,Chelsea,A
Portsmouth,Tottenham,H
Wigan,'Man City',H
Blackburn,'Man United',A
Sunderland,Arsenal,D
'West Brom',Fulham,H
Wigan,Middlesbrough,A
Chelsea,'Aston Villa',H
Everton,Newcastle,D
'Man City',Liverpool,A
Portsmouth,Stoke,H
Tottenham,Hull,A
'West Ham',Bolton,A
Arsenal,Everton,H
'Aston Villa',Portsmouth,D
Bolton,Blackburn,D
Fulham,Sunderland,D
Liverpool,Wigan,H
'Man United','West Brom',H
Middlesbrough,Chelsea,A
Hull,'West Ham',H
Stoke,Tottenham,H
Newcastle,'Man City',D
Blackburn,Middlesbrough,D
Everton,'Man United',D
Sunderland,Newcastle,H
'West Brom',Hull,A
Chelsea,Liverpool,A
'Man City',Stoke,H
Portsmouth,Fulham,D
Tottenham,Bolton,H
'West Ham',Arsenal,A
Wigan,'Aston Villa',A
Newcastle,'West Brom',H
Arsenal,Tottenham,D
'Aston Villa',Blackburn,H
Bolton,Everton,A
Fulham,Wigan,H
Hull,Chelsea,A
Liverpool,Portsmouth,H
'Man United','West Ham',H
Middlesbrough,'Man City',H
Stoke,Sunderland,H
Chelsea,Sunderland,H
Everton,Fulham,H
'Man United',Hull,H
Middlesbrough,'West Ham',D
Portsmouth,Wigan,A
Stoke,Arsenal,H
Tottenham,Liverpool,H
'West Brom',Blackburn,D
Bolton,'Man City',H
Newcastle,'Aston Villa',H
Arsenal,'Man United',H
Hull,Bolton,A
Liverpool,'West Brom',H
Sunderland,Portsmouth,A
'West Ham',Everton,A
Wigan,Stoke,D
'Aston Villa',Middlesbrough,A
Blackburn,Chelsea,A
Fulham,Newcastle,H
'Man City',Tottenham,A
Arsenal,'Aston Villa',A
Blackburn,Sunderland,A
Bolton,Liverpool,A
Fulham,Tottenham,H
'Man United',Stoke,H
Newcastle,Wigan,D
'West Brom',Chelsea,A
'West Ham',Portsmouth,D
Everton,Middlesbrough,D
Hull,'Man City',D
'Aston Villa','Man United',D
Chelsea,Newcastle,D
Liverpool,Fulham,D
'Man City',Arsenal,H
Middlesbrough,Bolton,A
Portsmouth,Hull,D
Stoke,'West Brom',H
Sunderland,'West Ham',A
Tottenham,Blackburn,H
Wigan,Everton,H
'Aston Villa',Fulham,D
Middlesbrough,Newcastle,D
Stoke,Hull,D
Sunderland,Bolton,A
Wigan,'West Brom',H
Chelsea,Arsenal,A
'Man City','Man United',A
Portsmouth,Blackburn,H
Tottenham,Everton,A
Liverpool,'West Ham',D
Arsenal,Wigan,H
Blackburn,Liverpool,A
Bolton,Chelsea,A
Fulham,'Man City',D
Hull,Middlesbrough,H
'Man United',Sunderland,H
Newcastle,Stoke,D
Everton,'Aston Villa',A
'West Brom',Portsmouth,D
'West Ham',Tottenham,A
'Aston Villa',Bolton,H
Liverpool,Hull,D
'Man City',Everton,A
Middlesbrough,Arsenal,D
Stoke,Fulham,D
Sunderland,'West Brom',H
Tottenham,'Man United',D
Wigan,Blackburn,H
Chelsea,'West Ham',D
Portsmouth,Newcastle,A
Blackburn,Stoke,H
Bolton,Portsmouth,H
Fulham,Middlesbrough,H
Hull,Sunderland,A
'West Ham','Aston Villa',A
Arsenal,Liverpool,D
Newcastle,Tottenham,H
'West Brom','Man City',H
Everton,Chelsea,D
'Aston Villa',Arsenal,D
Chelsea,'West Brom',H
Liverpool,Bolton,H
'Man City',Hull,H
Middlesbrough,Everton,A
Portsmouth,'West Ham',A
Stoke,'Man United',A
Sunderland,Blackburn,D
Tottenham,Fulham,D
Wigan,Newcastle,H
Arsenal,Portsmouth,H
Blackburn,'Man City',D
Bolton,Wigan,A
Everton,Sunderland,H
Fulham,Chelsea,D
Newcastle,Liverpool,A
'West Brom',Tottenham,H
'West Ham',Stoke,H
'Man United',Middlesbrough,H
Hull,'Aston Villa',A
Arsenal,Bolton,H
'Aston Villa','West Brom',H
Everton,Hull,H
Middlesbrough,Sunderland,D
Newcastle,'West Ham',D
Stoke,Liverpool,D
'Man United',Chelsea,H
Wigan,Tottenham,H
'Man United',Wigan,H
Blackburn,Newcastle,H
Bolton,'Man United',A
Chelsea,Stoke,H
Hull,Arsenal,A
'Man City',Wigan,H
Sunderland,'Aston Villa',A
'West Brom',Middlesbrough,H
Tottenham,Portsmouth,D
'West Ham',Fulham,H
Liverpool,Everton,D
Portsmouth,'Aston Villa',A
Sunderland,Fulham,H
Tottenham,Stoke,H
'West Brom','Man United',A
Blackburn,Bolton,D
Chelsea,Middlesbrough,H
Everton,Arsenal,D
'Man City',Newcastle,H
'West Ham',Hull,H
Wigan,Liverpool,D
Arsenal,'West Ham',D
'Aston Villa',Wigan,D
Bolton,Tottenham,H
Fulham,Portsmouth,H
Hull,'West Brom',D
'Man United',Everton,H
Middlesbrough,Blackburn,D
Stoke,'Man City',H
Liverpool,Chelsea,H
Newcastle,Sunderland,D
Blackburn,'Aston Villa',A
Chelsea,Hull,D
Everton,Bolton,H
'Man City',Middlesbrough,H
Portsmouth,Liverpool,A
Sunderland,Stoke,H
'West Brom',Newcastle,A
Wigan,Fulham,D
Tottenham,Arsenal,D
'West Ham','Man United',A
Portsmouth,'Man City',H
'Man United',Fulham,H
Arsenal,Sunderland,D
'Aston Villa',Chelsea,A
Bolton,'West Ham',H
'Man United',Blackburn,H
Middlesbrough,Wigan,D
Stoke,Portsmouth,D
Fulham,'West Brom',H
Liverpool,'Man City',D
Newcastle,Everton,D
Hull,Tottenham,A
Arsenal,Fulham,D
Chelsea,Wigan,H
Everton,'West Brom',H
Middlesbrough,Liverpool,H
'Aston Villa',Stoke,D
Bolton,Newcastle,H
Hull,Blackburn,A
'West Ham','Man City',H
Liverpool,Sunderland,H
Portsmouth,Chelsea,A
'West Brom',Arsenal,A
Blackburn,Everton,D
Fulham,Hull,A
'Man City','Aston Villa',H
Newcastle,'Man United',A
Stoke,Bolton,H
Tottenham,Middlesbrough,H
Wigan,'West Ham',A
Sunderland,Tottenham,D
Fulham,Blackburn,A
Arsenal,Blackburn,H
Bolton,Fulham,A
Everton,Stoke,H
Hull,Newcastle,D
'Man United',Liverpool,A
Middlesbrough,Portsmouth,D
Sunderland,Wigan,A
'Aston Villa',Tottenham,A
Chelsea,'Man City',H
'West Ham','West Brom',D
Blackburn,'West Ham',D
Fulham,'Man United',H
Newcastle,Arsenal,A
Portsmouth,Everton,H
Stoke,Middlesbrough,H
Tottenham,Chelsea,H
'West Brom',Bolton,D
Liverpool,'Aston Villa',H
'Man City',Sunderland,H
Wigan,Hull,H
Arsenal,'Man City',H
Blackburn,Tottenham,H
Bolton,Middlesbrough,H
Fulham,Liverpool,A
